gene_symbol,gene_rank,gene_family,human_symbols,gene_length_kb,n_mutated_biopsies,n_recurrent_mutations,n_nonsynonymous_mutations,known_cscc_gene,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,ortholog_sources,num_ortholog_sources,annotation_database,annotation_source,has_msigdb_annotation
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM9252,GOBP_ARTERY_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed. [GOC:dph, GOC:sdb_2009, GOC:tb]",MM,,,GO:0060840,http://amigo.geneontology.org/amigo/term/GO:0060840,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM9392,GOBP_AXON_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation). [GOC:dph, GOC:pg, GOC:pr]",MM,,,GO:0061564,http://amigo.geneontology.org/amigo/term/GO:0061564,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM8405,GOBP_AXON_EXTENSION,M5,GO:BP,GO Biological Process,"Long distance growth of a single axon process involved in cellular development. [GOC:BHF, GOC:dgh, GOC:dph, GOC:jid, GOC:lm, GOC:rl]",MM,,,GO:0048675,http://amigo.geneontology.org/amigo/term/GO:0048675,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM4491,GOBP_CARDIAC_CHAMBER_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The progression of a cardiac chamber over time, from its formation to the mature structure. A cardiac chamber is an enclosed cavity within the heart. [GOC:mtg_heart]",MM,,,GO:0003205,http://amigo.geneontology.org/amigo/term/GO:0003205,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM4511,GOBP_CARDIAC_SEPTUM_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The progression of a cardiac septum over time, from its initial formation to the mature structure. [GOC:mtg_heart]",MM,,,GO:0003279,http://amigo.geneontology.org/amigo/term/GO:0003279,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM4503,GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The process whose specific outcome is the progression of a cardiac ventricle over time, from its formation to the mature structure. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart. [GOC:mtg_heart]",MM,,,GO:0003231,http://amigo.geneontology.org/amigo/term/GO:0003231,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM17892,GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS,M5,GO:BP,GO Biological Process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism. [GOC:mah]",MM,,,GO:0071495,http://amigo.geneontology.org/amigo/term/GO:0071495,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM10738,GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,M5,GO:BP,GO Biological Process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]",MM,,,GO:1901699,http://amigo.geneontology.org/amigo/term/GO:1901699,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM10740,GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,M5,GO:BP,GO Biological Process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]",MM,,,GO:1901701,http://amigo.geneontology.org/amigo/term/GO:1901701,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM4990,GOBP_CELL_ADHESION,M5,GO:BP,GO Biological Process,"The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules. [GOC:hb, GOC:pf]",MM,,,GO:0007155,http://amigo.geneontology.org/amigo/term/GO:0007155,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM4970,GOBP_CELL_CYCLE,M5,GO:BP,GO Biological Process,"The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division. [GOC:go_curators, GOC:mtg_cell_cycle]",MM,,,GO:0007049,http://amigo.geneontology.org/amigo/term/GO:0007049,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM6141,GOBP_CELL_CYCLE_PROCESS,M5,GO:BP,GO Biological Process,"The cellular process that ensures successive accurate and complete genome replication and chromosome segregation. [GOC:isa_complete, GOC:mtg_cell_cycle]",MM,,,GO:0022402,http://amigo.geneontology.org/amigo/term/GO:0022402,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM5806,GOBP_CELL_GROWTH,M5,GO:BP,GO Biological Process,The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present. [GOC:ai],MM,,,GO:0016049,http://amigo.geneontology.org/amigo/term/GO:0016049,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM3991,GOBP_CELL_MORPHOGENESIS,M5,GO:BP,GO Biological Process,"The developmental process in which the size or shape of a cell is generated and organized. [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",MM,,,GO:0000902,http://amigo.geneontology.org/amigo/term/GO:0000902,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM16851,GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,M5,GO:BP,GO Biological Process,"The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron. [GOC:dph, GOC:tb]",MM,,,GO:0048667,http://amigo.geneontology.org/amigo/term/GO:0048667,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM6175,GOBP_CELL_PROJECTION_ASSEMBLY,M5,GO:BP,GO Biological Process,"Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, PMID:18391171]",MM,,,GO:0030031,http://amigo.geneontology.org/amigo/term/GO:0030031,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM17332,GOBP_CELL_PROJECTION_MORPHOGENESIS,M5,GO:BP,GO Biological Process,The process in which the anatomical structures of a cell projection are generated and organized. [GO_REF:0000021],MM,,,GO:0048858,http://amigo.geneontology.org/amigo/term/GO:0048858,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM6174,GOBP_CELL_PROJECTION_ORGANIZATION,M5,GO:BP,GO Biological Process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, PMID:16318917]",MM,,,GO:0030030,http://amigo.geneontology.org/amigo/term/GO:0030030,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM6422,GOBP_CELL_SUBSTRATE_ADHESION,M5,GO:BP,GO Biological Process,"The attachment of a cell to the underlying substrate via adhesion molecules. [GOC:mah, GOC:pf]",MM,,,GO:0031589,http://amigo.geneontology.org/amigo/term/GO:0031589,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM5005,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,M5,GO:BP,GO Biological Process,"The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling]",MM,,,GO:0007178,http://amigo.geneontology.org/amigo/term/GO:0007178,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM7779,GOBP_CILIUM_ORGANIZATION,M5,GO:BP,GO Biological Process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]",MM,,,GO:0044782,http://amigo.geneontology.org/amigo/term/GO:0044782,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM9917,GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis. [GOC:mah, UBERON:0001009]",MM,,,GO:0072359,http://amigo.geneontology.org/amigo/term/GO:0072359,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM9954,GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS,M5,GO:BP,GO Biological Process,"An endocytosis process that begins when material is taken up into clathrin-coated pits, which then pinch off to form clathrin-coated endocytic vesicles. [GOC:BHF, GOC:mah, PMID:18498251, PMID:8970738, PMID:9234965]",MM,,,GO:0072583,http://amigo.geneontology.org/amigo/term/GO:0072583,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM9275,GOBP_CORONARY_VASCULATURE_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure. [GOC:mtg_heart]",MM,,,GO:0060976,http://amigo.geneontology.org/amigo/term/GO:0060976,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM4950,GOBP_CYTOSKELETON_ORGANIZATION,M5,GO:BP,GO Biological Process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:dph, GOC:jl, GOC:mah]",MM,,,GO:0007010,http://amigo.geneontology.org/amigo/term/GO:0007010,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM8370,GOBP_DEVELOPMENTAL_CELL_GROWTH,M5,GO:BP,GO Biological Process,"The growth of a cell, where growth contributes to the progression of the cell over time from one condition to another. [GOC:go_curators, GOC:isa_complete]",MM,,,GO:0048588,http://amigo.geneontology.org/amigo/term/GO:0048588,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM8371,GOBP_DEVELOPMENTAL_GROWTH,M5,GO:BP,GO Biological Process,"The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another. [GOC:go_curators]",MM,,,GO:0048589,http://amigo.geneontology.org/amigo/term/GO:0048589,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM9169,GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,M5,GO:BP,GO Biological Process,The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape. [GOC:dph],MM,,,GO:0060560,http://amigo.geneontology.org/amigo/term/GO:0060560,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM4897,GOBP_ENDOCYTOSIS,M5,GO:BP,GO Biological Process,"A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle. [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]",MM,,,GO:0006897,http://amigo.geneontology.org/amigo/term/GO:0006897,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Dnm2,2,Cell adhesion and cytoskeleton,DNM2,2.713,10,5,0,FALSE,13430,ENSMUSG00000033335,Dnm2,13430,ENSMUSG00000033335,13430,MM5397,GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,M5,GO:BP,GO Biological Process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system. [GOC:mah, GOC:sm]",MM,,,GO:0010256,http://amigo.geneontology.org/amigo/term/GO:0010256,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
